,fbuid,name,introduction,countryside,address,rela,ava,cover,nums_of_friend,nums_of_images,nums_of_videos,nums_of_albums,Label
412,599471613,Gearalt McDade,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.6435-1/71570036_10157902999911614_8298056882375884800_n.jpg?stp=dst-jpg_p200x200&_nc_cat=100&ccb=1-7&_nc_sid=7206a8&_nc_ohc=ZyAhV_X7EVAAX-ny_nV&_nc_ht=scontent.fhan14-2.fna&oh=00_AfB4zoK8HOhOKDJfp_n_18iZi1mXXjpKRtpTaZ86WvQ7Bg&oe=64D02F46,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/318931502_10161161007706614_3733091961653376620_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=rleQaqlhJMwAX9FPVCe&_nc_ht=scontent.fhan14-2.fna&oh=00_AfDwdsM1DkmsiclLOxRk61phQ7TjZQKnEa5wH7915nWJdg&oe=64ACE892,,,,,1
413,1033765876,Dan Walsh,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.6435-1/116423515_10220806720091183_2258493864690041009_n.jpg?stp=dst-jpg_p200x200&_nc_cat=104&ccb=1-7&_nc_sid=7206a8&_nc_ohc=P98Dq_xwwt0AX-Z3LrT&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBFFIT4Hici2cnfRXRO1eUaF-ev30qNPuTW4ks5TEHWPA&oe=64D027DD,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/242374892_10223780351390107_1726783113792439875_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=98SItWUFK7UAX8loWUY&_nc_ht=scontent.fhan14-4.fna&oh=00_AfA-mHQHKAgQUJ2tG8dLmybutRTRLXc0_tGc_7MBVq2ajA&oe=64AD2DAC,,,,,1
414,1010153579,Lee Nelson (void where prohibited),,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/332112393_958169921852046_8674096695642173633_n.jpg?stp=c0.0.200.200a_dst-jpg_p200x200&_nc_cat=108&ccb=1-7&_nc_sid=7206a8&_nc_ohc=VBIyM_E8DkgAX-T28WC&_nc_oc=AQmHM4BA6qqI-CeOQQu_pIvTdApW1fCvkENzwJ2BvZs910zlBLtwZYeV4gPm6QjpgeA8KCneWuGCi55v1UfmWfGC&_nc_ht=scontent.fhan14-2.fna&oh=00_AfD2Su-JEj0j4HWFWtUj_XWeeeYg7naTndiITDrvB9-SDg&oe=64AE3FB6,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/328436778_759118695817432_7582829907369755735_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=XyBEvHMm-2EAX9oXFZY&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCyIpodNA4bSFMCdEnbU_xmohO-wHZGZHzQ52I32EG2XQ&oe=64AE7344,,,,,1
415,1020810075,Ping Ping,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-1/68803677_10217596745203386_4298229263531769856_n.jpg?stp=dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=7wCd5m-feswAX9rkHp3&_nc_ht=scontent.fhan14-4.fna&oh=00_AfDJhxPgwx2qLF3oasNaRCygS1dJjCPMOeuentX7o3A_Zg&oe=64D033C0,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.6435-9/69662158_10217719001939728_4023081628346613760_n.jpg?stp=dst-jpg_p640x640&_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=LWG7oSZoidAAX9fqMWv&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBkzC5_PHAskifWLuRYcM3mxdVBXHQj7OJG5e9OXMR7xQ&oe=64D019EB,,,,,0
416,592028429,Djkandela Ny,Dj Profesional,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/11167689_10153283652193430_2128638675202303769_n.jpg?stp=dst-jpg_p200x200&_nc_cat=103&ccb=1-7&_nc_sid=7206a8&_nc_ohc=XwND3IlIQa8AX9C5t2T&_nc_ht=scontent.fhan14-3.fna&oh=00_AfA-Q7f7G3fchqCMAQbP2SLCKegmPT7TPnW1YzP1kWWJPQ&oe=64D018F2,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-9/71748144_10157564886283430_8248817650717687808_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=7yrq3EU9F8kAX9r-VBx&_nc_ht=scontent.fhan14-4.fna&oh=00_AfB75fTnXNia_JccHwCP7BzgjUt72ZNtvhMqP135rPV8_w&oe=64D03EC8,,,,,1
417,1.00015E+14,Văn Hưởng,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?_nc_cat=1&ccb=1-7&_nc_sid=7206a8&_nc_ohc=qovvqGMyZjYAX_oP8Ic&_nc_ht=scontent.fhan14-1.fna&oh=00_AfC1B9_9TCCsGJDMMNKMG82J93YBGMLjhTNhsaZb_Rgfag&oe=64D024F8,,,,,,1
418,602783331,Nathan Tsou,I'm Nathan Tsou,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/257410175_10161388807288332_6794398322157013174_n.jpg?stp=dst-jpg_p200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=Bf2hT51CV_kAX_zikES&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAZpos_ZiwlLmyp074HxN0YrUOXkFp4ng6TbhRzg4dqkg&oe=64AE373E,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/257926252_10161388805023332_6705930021281263544_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=e3f864&_nc_ohc=AvoEv-NqjwUAX-bLP-t&_nc_ht=scontent.fhan14-3.fna&oh=00_AfD9SDUle9yFAs-AYWpv2Rdm09BAfqfbbuyylwCUWKRjmA&oe=64AD0EF9,,,,,1
419,1023434345,Sven Pihl,Anti-FascistLeftistAllyDoggie dadVeteran(He/Him/His),,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.6435-1/60076222_10216239152744510_5336532595112935424_n.jpg?stp=dst-jpg_p200x200&_nc_cat=100&ccb=1-7&_nc_sid=7206a8&_nc_ohc=z-mUk16rX0IAX8DLS_S&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCKj0g2TDMlOrVeLqzU4r_W5xP1LSxi5ldyPl4zhI2CBg&oe=64D01431,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/338003948_965307961546489_8068265327503819227_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=Y_UWrdHdfu8AX_uP04k&_nc_ht=scontent.fhan14-2.fna&oh=00_AfDU5GFxSfbSFxXt7h2EBneGvZzP37zEp9vXgaHats7sPA&oe=64AD9606,,,,,1
420,602329314,Nick Douglass,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/341258958_1898400183853708_1807852482876853383_n.jpg?stp=dst-jpg_p200x200&_nc_cat=107&ccb=1-7&_nc_sid=7206a8&_nc_ohc=oppNS11Yn4EAX8tLusF&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBtuZlltAq1X_X8l6Qnm1kNf96fFPjvddgsSXnRyus6Ag&oe=64AE880E,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-9/14045617_10153963746554315_124429064714808127_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=pG8FidPPtBYAX9_Y6sw&_nc_ht=scontent.fhan14-4.fna&oh=00_AfCZIGAp7TZGLbvkLgo9XdhUcS9s-DkG4ME887DrR2Bt0w&oe=64D035D9,,,,,1
421,1.00016E+14,Chi Linh,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-1/16996054_102421123624290_2583086707835284085_n.jpg?stp=dst-jpg_p200x200&_nc_cat=107&ccb=1-7&_nc_sid=7206a8&_nc_ohc=s63izVoniyUAX8Dvqz5&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBunVUtwLTec8dSvV4jyk-yDaybIgrWA2BFGYiUivG_oQ&oe=64D03F83,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/17191028_102421293624273_341697904693395222_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=e3f864&_nc_ohc=BhWmIOQoTEkAX_2_-5p&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDk4dnrQUpvx0ZFtswWB-vv6Ndgkjm-qN6EYpR5Ynhm-g&oe=64D03A0C,,,,,1
422,1.00009E+14,Jenny Ngoc,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-1/11350643_1417055118619112_6857346118738008497_n.jpg?stp=c0.8.200.200a_dst-jpg_p200x200&_nc_cat=108&ccb=1-7&_nc_sid=7206a8&_nc_ohc=KD2yO2RjADIAX85_Qnv&_nc_ht=scontent.fhan14-2.fna&oh=00_AfAwOTjVLT7fxMJyMQGPorKx7f-_5WhHpm55hxG-IOSLgA&oe=64D02665,https://scontent.fhan14-3.fna.fbcdn.net/v/t31.18172-8/10572264_1379229662401658_513073587432161314_o.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=TE_SsLM1BisAX_PCl2g&_nc_ht=scontent.fhan14-3.fna&oh=00_AfB07K2ErIURBQwfOA15i_8jO3z8rCyxZH_XxbQTDYO11g&oe=64D016CF,,,,,1
423,1011505987,Arpit Patel,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/290757439_10224756240465982_4340726298495777805_n.jpg?stp=dst-jpg_p200x200&_nc_cat=107&ccb=1-7&_nc_sid=7206a8&_nc_ohc=frfXLn5uEbMAX9EgccW&_nc_oc=AQmtj2EtRYrjVVnfkUUl5uYZ-9J7kQvQpLeNLda_eDk3u9-71CrWp291lOpAIhznDtEcCiziUMOh6A8Poxot138N&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBWCvGJI-Bj8SeCj_BNOUTkht_CsWYXo3x1tSCfCorwmQ&oe=64ADF98B,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/12105787_10206538686158510_3289176005441572468_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=5DSMgMrb2WEAX-bIUU1&_nc_ht=scontent.fhan14-3.fna&oh=00_AfB27r0kavOAEocWB-MVjJEeehuTo0o_fNp0Bj_Nr8PPCg&oe=64D016FB,,,,,0
424,1080026810,Kelly N. Turner,"The Lord is my Salvation, Whom shall I Fear! Psalms 27:1",,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/345579187_1436927093779225_8927211297360187274_n.jpg?stp=dst-jpg_s200x200&_nc_cat=110&ccb=1-7&_nc_sid=7206a8&_nc_ohc=xgjYpO2o4TMAX-dn0aC&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDDMNS1y6j-cclQIzmsbJbPJKToqmXNMxXrNkGWoiThiQ&oe=64AE10B8,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/345424923_3338255106439430_1118998694134701748_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=e3f864&_nc_ohc=TCS-lBK-6hcAX_KySh9&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBtrRfk_jFzE4DC45F3k0FXYR59Dw5-SAXX98mqgYpeSQ&oe=64AD4954,,,,,0
425,1022374065,Youssef Hazem,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/348686142_630667128962223_4835998127524604361_n.jpg?stp=cp6_dst-jpg_p100x100&_nc_cat=101&ccb=1-7&_nc_sid=7206a8&_nc_ohc=pCJ2-BbEcgoAX9gTP2e&_nc_ht=scontent.fhan14-1.fna&oh=00_AfCKY79ze9I6zLf8s79yI22KL90mU-SAWM0oija-2Es3mQ&oe=64AE1699,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-9/22886200_10213111494394971_556891496624569227_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=liw0N7ZmNoIAX9vDWrC&_nc_ht=scontent.fhan14-4.fna&oh=00_AfDLrOG-tQTBv3jJuJivOQEQm0KZnN-aEEL_3_AwoAFyvg&oe=64D0115E,,,,,0
426,1052873032,Josh Kiernan,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/357043629_10224789307374013_1176316839179231681_n.jpg?stp=dst-jpg_s200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=BBmtqmp_-OsAX8FLoWV&_nc_ht=scontent.fhan14-4.fna&oh=00_AfCSLdPkJPn5tc-Md3vfdc99UFdq1dTcpRm6KByNYjf0kg&oe=64ACD050,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/523140_3801744276125_1480418481_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=CkEpKUyRSLoAX_1ANa9&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCLXpYYefcLDQ4QZq0s8tULMJ-gtaQAUdt5gzqDWoP4fA&oe=64D02F37,,,,,1
427,1.00009E+14,Cọpp Conn (Huyen's Tatoo'ss),,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/14479615_1679325319050017_2084582894778794150_n.jpg?stp=dst-jpg_p200x200&_nc_cat=102&ccb=1-7&_nc_sid=7206a8&_nc_ohc=5joH4nCB-jQAX-yYO-T&_nc_ht=scontent.fhan14-4.fna&oh=00_AfAqBRnxo1Iu22fvoDG14gYiWBVyfQr193bOJnIM9CFlFA&oe=64D03C4C,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-9/14463072_1680278922287990_1159849599662997286_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=uTIlQnMh_AoAX_r2zlo&_nc_ht=scontent.fhan14-4.fna&oh=00_AfA2xrhw-V2jIwcGF4tGCHl-__MSXB6k8ehdoRpOZUPx5Q&oe=64D03015,,,,,1
428,1020033522,Linda A. Cappello,Owner-Broker Cappello Realty Shoreline Properties - Trustee Norwalk Seaport/Sheffield Island,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/18193907_10210399294231584_5610149426958552980_n.jpg?stp=dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=S_uUyy7s4Y4AX9qMJKX&_nc_ht=scontent.fhan14-4.fna&oh=00_AfB5KDb3jVXAu7cBvZbov9oakogAAeA_CdfC6UgQrN9iLw&oe=64D012D0,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.6435-9/106926916_10219378504986241_5472451797042512543_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=e3f864&_nc_ohc=2cBuRq-PL5AAX_mFKIh&_nc_ht=scontent.fhan14-4.fna&oh=00_AfC7fGMaDCwZE34wKlVssAbeidR4hn8SJCyJJ4_QzzkpjQ&oe=64D037A1,,,,,0
429,1024909113,Stephen Ceglio,,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-1/26804828_10214086733335419_7231624433466006204_n.jpg?stp=dst-jpg_p200x200&_nc_cat=106&ccb=1-7&_nc_sid=7206a8&_nc_ohc=YdKLafnX4HgAX_g81FF&_nc_ht=scontent.fhan14-2.fna&oh=00_AfB0y03kjvelcV-MugAbWYuoxcMLOf5XFjDUh-x5yrZPKQ&oe=64D02552,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/12998616_10208385722493711_107279817717477486_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=_XfWR5-tfTkAX9whTYY&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCTcsj6T7BnsEzpYjDhZ1868pVlsUb7-rhCuUhpyx2i-Q&oe=64D02402,,,,,0
430,1052997658,Peter Tyska,,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/318334516_10225411794975818_6792452769047113032_n.jpg?stp=dst-jpg_p200x200&_nc_cat=105&ccb=1-7&_nc_sid=7206a8&_nc_ohc=LN1-IYC6kEwAX-NwRN3&_nc_oc=AQnbqyQJBKiY4-AIvqzAxZhlQAjc9bMx2K45gd6xG44I3F5Ak0Y9h-PPIDR9Ew_XYpzJEUbx0tFCEcQebvsYaGJU&_nc_ht=scontent.fhan14-1.fna&oh=00_AfC-GqHCTADOUn2tSVwLp7JPHvG4QciHn3rkVMpHmkGUwg&oe=64ACB4C6,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/335874861_506940568309060_3966834162450761013_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=e3f864&_nc_ohc=8jj5FQ9K0eYAX8Zdfys&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDj9z2EsiNek-M6qX6YMdKryIqYTT1KYToWVOu7mJGqXw&oe=64AD574C,,,,,0
431,1.00009E+14,Sơn Nguyễn,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/12715285_1513818932256145_1899290601128399350_n.jpg?stp=dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=IODX28q0lyEAX_VBtnZ&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBRTRlgcYMDICFTqPNabbmB31dxFwVir4QZ00H5dP3rZQ&oe=64D04281,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-9/11018817_1439625233008849_8154295846460042019_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=e3f864&_nc_ohc=IqAegOvUQmQAX83fKbK&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBGrwwmqnWGO62iYjGr0DoHLNO_gYbCIgdIj48ojWbYiA&oe=64D024D4,,,,,1
432,1.00017E+14,Dung Mỹ,Thích thể hiện :p,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/18221598_109252539642294_3386189041836258979_n.jpg?stp=dst-jpg_p200x200&_nc_cat=110&ccb=1-7&_nc_sid=7206a8&_nc_ohc=Xr2Pr4-jfowAX_4yvvJ&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCeymrcYYxioU-KCW9c8hNkfD7P3xE5-FtV2bSz-309cw&oe=64D0303F,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/18268219_118674442033437_5580572086356009511_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=7tEcDbzj0hgAX-XX1ll&_nc_ht=scontent.fhan14-3.fna&oh=00_AfAFklETZ0mnYC9yn5lv__4X81DXtw2ddtHmgd7SrTaSZQ&oe=64D02A98,,,,,1
433,717777182,Tony Chen,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/1779804_10151994067067183_234109483_n.jpg?stp=c0.51.200.200a_dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=7206a8&_nc_ohc=9GfqFQjl6KIAX8xACU5&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBJaaFr-dH1osKnORx3pws_6TNC1unhIwk1Vz7BP8BuOg&oe=64D0139B,,,,,,0
434,1041367689,Karen Hinds,"Motivational Speaker, Author, Leadership Consultant",,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-1/317722000_10225394380180072_8335183413350002173_n.jpg?stp=dst-jpg_p200x200&_nc_cat=111&ccb=1-7&_nc_sid=f67be1&_nc_ohc=rDfgj8odBW8AX8RF3sC&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDRp26woQgLh7_FZkYeTv46RWVoietELhztN2UBK-E-bQ&oe=64AD3488,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/301816389_10224689870247764_2265246737783857978_n.jpg?stp=cp6_dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=-ifNzsJKUNUAX-T7PD5&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBiUDptROgk2tCf_d3j5XzPpVFtLGzuYiiIPTSohy2abA&oe=64AD1215,,,,,0
435,1.00014E+14,Hà Thị Khánh Hồng (Got It✅),,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/14519774_121513334982565_5881657830967620042_n.jpg?stp=dst-jpg_p200x200&_nc_cat=111&ccb=1-7&_nc_sid=7206a8&_nc_ohc=qef9VMwjInUAX9szS3G&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDheoai_t4KSxb_Vzck7vHkOWQCjZHZD0FSQS-X6vrvSQ&oe=64D0372F,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-9/14595582_118378415296057_6378343230417126030_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=e3f864&_nc_ohc=zLAkUI37iz0AX8Q5XW_&_nc_ht=scontent.fhan14-1.fna&oh=00_AfBYGKQcXbVsj-iPzECjoNc8nB9TnZn8z6jIAQoMth_TDw&oe=64D0116A,,,,,0
436,602518740,Teodomila Ponce,God’s Ezer and Life Coach YouTube.com/@Teodomila,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-1/339415787_218625157480995_1635451997168356049_n.jpg?stp=c0.0.200.200a_cp6_dst-jpg_p200x200&_nc_cat=105&ccb=1-7&_nc_sid=7206a8&_nc_ohc=EcR44ul8-8EAX-h36Tz&_nc_ht=scontent.fhan14-1.fna&oh=00_AfB1Lu-7LNtaLAg_6fdegZNMyaqSTeI7Z5MVdUDloJts_g&oe=64ACE81B,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-9/1174948_10151608613423741_748989739_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=e3f864&_nc_ohc=mSfca3OMYqIAX_KV0Uv&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBs3oPMAHEoJ1aw2_mxt4S8jx9tCwp9kw0NKN6_ACHB7Q&oe=64D02D7C,,,,,0
437,1051223946,Lisa Wilson Grant,polymath,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-1/357448867_10228004470191019_6896644856837321350_n.jpg?stp=dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=f67be1&_nc_ohc=lKUfpqT4IXQAX_6aOfp&_nc_ht=scontent.fhan14-4.fna&oh=00_AfA9W2Pgu9RYc9NejfUwZb1BuKqtHs5RkliNNDxpZH_o8Q&oe=64ADF3C7,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/358129963_10228039448585457_7471203048455328967_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=e3f864&_nc_ohc=3tqJ3JPemb8AX_7rjJ0&_nc_ht=scontent.fhan14-3.fna&oh=00_AfBM2t0yQYvQD8T1kT091x1F2_DAzH0T4NVkNUDK2NFXbQ&oe=64AD2F68,,,,,1
438,1.00007E+14,Kylon Kingfrizzo Perry,,,,,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.18169-1/1888622_1453931018169824_1793726900_n.jpg?stp=dst-jpg_p200x200&_nc_cat=103&ccb=1-7&_nc_sid=7206a8&_nc_ohc=_ZCE0O4eBAQAX-q9up4&_nc_ht=scontent.fhan14-3.fna&oh=00_AfCoj8PfhA2JPlaqVfDN7pDsOLjk4ebwYByiR3geQrLe7g&oe=64D026C8,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-9/1978845_1458523881043871_396188651_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=uGQbAqc3NLIAX_7dg70&_nc_ht=scontent.fhan14-2.fna&oh=00_AfC-D7cXrNLadcb3fC2MdTtabS35iRFSYBApo9EKuSh-Dg&oe=64D00EF9,,,,,1
439,1023698986,Patty Woodward,So very grateful for everything in life,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-1/12249626_10206420873733680_3337207195149346908_n.jpg?stp=dst-jpg_p200x200&_nc_cat=105&ccb=1-7&_nc_sid=7206a8&_nc_ohc=h5LyI5FKMesAX-mUTzK&_nc_ht=scontent.fhan14-1.fna&oh=00_AfAKUF78Rp2NrcpI_oicP40vnpgYftZYb_ef7Y7qetEHRg&oe=64D041E7,https://scontent.fhan14-3.fna.fbcdn.net/v/t39.30808-6/347368525_147507251521273_4932881158036263284_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=e3f864&_nc_ohc=-SX1MAIWPKsAX-9bmhs&_nc_ht=scontent.fhan14-3.fna&oh=00_AfDcC9Im6oIhj7q_t6Y783uZX5eatfcEXQ1RJf6R-8vLhQ&oe=64ACF58B,,,,,1
440,587026626,Jon Page,In a Dark Place.,,,,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-1/357397306_10158772745676627_7042405825560492572_n.jpg?stp=dst-jpg_p200x200&_nc_cat=100&ccb=1-7&_nc_sid=7206a8&_nc_ohc=QAmsPxjOnCcAX_Yocpq&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCoLCxLl5ySZw6ntLOxINRGRPZDpZJOUa7ewL70GTiA_A&oe=64ADAF0C,https://scontent.fhan14-2.fna.fbcdn.net/v/t39.30808-6/357394787_10158772748876627_4820346936438056594_n.jpg?stp=cp6_dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=e3f864&_nc_ohc=G2D5dLltnl0AX9nzqnH&_nc_ht=scontent.fhan14-2.fna&oh=00_AfApgPHFYvBxpyBkYirVpnsMZDcV31VGZdDFHrYme3rwFQ&oe=64ACFB1D,,,,,1
441,518978866,Pete Gould,,,,,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-1/1453439_10151861301408867_1319420656_n.jpg?stp=dst-jpg_p200x200&_nc_cat=109&ccb=1-7&_nc_sid=7206a8&_nc_ohc=TKBXQIhYgLkAX_Q2vtW&_nc_ht=scontent.fhan14-4.fna&oh=00_AfBQnt4qbOrEm4N_rfBtMVDVODdXC7gp8nXU7o32MTfKAw&oe=64D02D4E,https://scontent.fhan14-2.fna.fbcdn.net/v/t1.18169-9/482024_10151018825978867_753215442_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=e3f864&_nc_ohc=A4h1w9xB6p4AX9gG5g5&_nc_ht=scontent.fhan14-2.fna&oh=00_AfC4xzyzvE-3S0jsmv818BSC99tsgzLWo9JXykPx27gN0A&oe=64D0380B,,,,,0
442,1.00017E+14,Duyen Nguyen,Làm quen kết bạn <3,,,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.18169-1/18158024_107047229860732_1819158885163902736_n.jpg?stp=dst-jpg_p200x200&_nc_cat=101&ccb=1-7&_nc_sid=7206a8&_nc_ohc=0VfvJQu09wcAX9vhfQ1&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDAOwBG2OtDKMTNI1h07_pWb-KHGYsQdMvbE6kmkEPdpg&oe=64D03DC5,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.18169-9/17990866_104910886741033_6948258709950402528_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=e3f864&_nc_ohc=Ew2PnF4e69YAX_SNKVj&_nc_ht=scontent.fhan14-4.fna&oh=00_AfApChcPpg0M0kgo-4-TExcOXc6b3z5I6W2bblqr35brdA&oe=64D031E3,,,,,0
